time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2,best_top1_epoch,best_top1
705.304,0.08249,0.89558,1.0,0.43103,0.0002625,0.0002625,0.0002625,21.0,0.90763
